Network,Comments,EVM,Layer,DEXS number,DEXs,Protocols number,Launch date,TVL,Chain ID,safe_protofire,safe_exists,uniswap_fork,uniswap_version,dex_notes,website_found,project_description,why_good_fit,outreach_case,tg_cold,tg_followup,li_connect,li_first,li_followup,research_notes
Titan,,EVM,L1,1 vol≠tvl,Hyperion DEX,2,7/2/2025,—,18888,NO,NO,UNCLEAR,—,Hyperion DEX: UNCLEAR — Could not verify a Hyperion DEX on an ETH-based Titan L1; name collides with unrelated Aptos/Cosmos projects.,UNCLEAR,UNCLEAR — 'Titan' collides with several unrelated projects; likely a DEX Studios SAGA chainlet (DChain family) but unconfirmed.,Network identity and DEX both unverified — cannot responsibly pitch. Flag for manual identification before outreach.,CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Titan and saw I want to make sure I've got the right Titan and understand what Hyperion runs on. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if there's no canonical AMM yet, a Uniswap deployment plus a Safe would be a strong base to build DeFi on. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Hyperion DEX runs on would help me tell you if there's a clean path to canonical recognition for Titan. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Titan's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw I want to make sure I've got the right Titan and understand what Hyperion runs on on Titan. if there's no canonical AMM yet, a Uniswap deployment plus a Safe would be a strong base to build DeFi on. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Hyperion DEX's docs or repo I can tell you quickly whether canonical recognition is on the table for Titan. Happy either way.",IDENTITY UNVERIFIED - 'Titan' + 'Hyperion DEX' could not be confirmed. No website. No TVL. MANUAL REVIEW REQUIRED before any outreach.
Coti,old tg chat,EVM,L1,1,Carbon Defi,6,6/18/2025,"$754,035 ",—,NO,UNCLEAR,NO,—,"Carbon Defi: NO — Carbon DeFi is Bancor tech — an on-chain orderbook/asymmetric-liquidity protocol, explicitly not an AMM and not Uniswap-derived.",https://coti.io,Privacy/confidentiality layer for Web3 using Garbled Circuits + MPC for confidential smart contracts; now positioned as a privacy-centric Ethereum L2 (COTI V2).,"~$754K TVL, notable privacy-tech project, no Uniswap (Carbon is Bancor), and Safe unverified (no chain_id). Safe-first then a canonical Uniswap to complement the orderbook-style Carbon liquidity.",CASE_3,"hey [Name], Vic from Protofire DAO. looked at Coti's stack before messaging. two things stand out: your DEX (Carbon) is Bancor's orderbook-style design rather than a Uniswap AMM, and I couldn't confirm a Safe on the chain. with the TVL you've built on Coti, Safe is honestly the first thing — it's what blue-chip protocols and DAOs require before they deploy on a chain. once that's in, a canonical Uniswap v3 is the natural next step to activate that liquidity. a canonical Uniswap v3 would sit nicely alongside Carbon's limit-order model — AMM depth for passive LPs, Carbon for range orders — and a Safe covers treasury custody for a privacy-focused chain. we've deployed Safe for 130+ networks and Uniswap v2+v3 for BOB, Mode, Abstract, Zora. want to connect our teams?","hey [Name], circling back — given the TVL you've built on Coti, the Safe piece is quick to ship and unblocks the institutional side. worth 15 min?",Hi [Name] — Vic at Protofire DAO. Noticed Coti has real TVL but no Safe multisig yet; that's usually the first blocker for bigger protocols. Worth a chat?,"Thanks for connecting, [Name]. Looked at Coti — your DEX (Carbon) is Bancor's orderbook-style design rather than a Uniswap AMM, and I couldn't confirm a Safe on the chain. With the TVL you've built on Coti, Safe is the first thing blue-chip protocols/DAOs check for. a canonical Uniswap v3 would sit nicely alongside Carbon's limit-order model — AMM depth for passive LPs, Carbon for range orders — and a Safe covers treasury custody for a privacy-focused chain. Then a canonical Uniswap v3 activates that liquidity. We've done Safe for 130+ chains and Uniswap for BOB, Mode, Zora. Open to connecting teams?","Hey [Name], no rush — the Safe deployment is low-friction and tends to unlock the TVL that makes the DEX worth running. Happy to scope it whenever.",No chain_id -> safe_exists UNVERIFIED. DEX = Bancor Carbon (not Uni). Meaningful TVL. CASE_3; verify Safe + EVM chain_id. [no chain_id in source -> safe_exists UNVERIFIED]
Katana,,EVM,L2,2 vol≠tvl,"SushiSwap V3, SushiSwap",27,5/22/2025,"$136,165,433 ",747474,NO,YES,YES;YES,V3;V2,SushiSwap V3: YES/V3 — SushiSwap V3 is a Uniswap V3 fork (concentrated liquidity); live on Katana from day one. | SushiSwap: YES/V2 — Sushi's classic AMM is an established Uniswap V2 fork.,https://katana.network,DeFi-optimized Ethereum L2 (Polygon Labs + GSR; OP stack + AggLayer + ZK) focused on concentrating liquidity; Sushi is its designated spot DEX.,"Large ~$136.2M TVL, Safe on-chain, DeFi-first design — but Sushi (an established Uniswap V2+V3 fork) is the designated DEX. Little room for a competing Uniswap; fit is at most canonical-recognition/tooling. Low priority.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Katana and saw Sushi (a Uniswap v2+v3 fork) is your designated DEX and Safe is already live. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if you ever want a second canonical venue or deeper routing/graph tooling beyond Sushi, that's where we could help. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what SushiSwap V3, SushiSwap runs on would help me tell you if there's a clean path to canonical recognition for Katana. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Katana's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Sushi (a Uniswap v2+v3 fork) is your designated DEX and Safe is already live on Katana. if you ever want a second canonical venue or deeper routing/graph tooling beyond Sushi, that's where we could help. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to SushiSwap V3, SushiSwap's docs or repo I can tell you quickly whether canonical recognition is on the table for Katana. Happy either way.",Already has Sushi V2+V3 (Uni forks) + Safe (chain_id 747474). Designated DEX = Sushi. LOW priority. CASE_6.
Xphere,,EVM,L1,1 vol≠tvl,Dopin Protocol,1,5/17/2025,$5 ,20250217,NO,NO,UNCLEAR,—,"Dopin Protocol: UNCLEAR — Real multi-chain DEX (swap/stake/token-factory), feature set consistent with a V2-style fork but unverified; couldn't confirm Xphere deployment specifically.",https://www.x-phere.com,"L1 blockchain using a dual-chain architecture (PoW proof chain + PBFT main chain, ~1s finality, ~4,000 TPS).",Tiny (~$5) TVL and unverified DEX. Exploratory at best — early chain that would need both Safe and canonical Uniswap.,CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Xphere and saw Dopin is your DEX but I couldn't confirm what it runs on. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if there's no canonical AMM yet, a Uniswap deployment + Safe is what makes a high-throughput L1 credible to DeFi builders. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Dopin Protocol runs on would help me tell you if there's a clean path to canonical recognition for Xphere. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Xphere's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Dopin is your DEX but I couldn't confirm what it runs on on Xphere. if there's no canonical AMM yet, a Uniswap deployment + Safe is what makes a high-throughput L1 credible to DeFi builders. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Dopin Protocol's docs or repo I can tell you quickly whether canonical recognition is on the table for Xphere. Happy either way.","Fork unclear, ~$5 TVL, no Safe. Very low priority."
OpenGPU,,EVM,L1,1 vol≠tvl,TAKOSWAP,1,5/6/2025,"$55,527 ",—,NO,UNCLEAR,YES,V2,TAKOSWAP: YES/V2 — Documented as a fork of SushiSwap/Uniswap (Sushi classic = UniV2) with yield farming; caveat that the oGPU instance = same codebase is indirect.,https://opengpu.network,"Decentralized GPU-compute network / DePIN for AI, letting users monetize and access GPU power; runs its own oGPU Chain.",TAKOSWAP appears to be a Uniswap-V2/Sushi fork with no V3. Hot AI-DePIN narrative — a V3 upgrade would modernize its swap layer.,CASE_5,"hey [Name], Vic from Protofire DAO. looked at OpenGPU's DEX setup — you've got TAKOSWAP running on V2 which is solid, but no V3 yet. worth considering: V3's concentrated liquidity attracts a different class of LPs — active managers and yield optimizers. V2 is great for passive liquidity, but V3 is what pulls in sophisticated market makers. an AI-compute economy attracts sophisticated capital — V3 concentrated liquidity gives those LPs a reason to provide depth on your token pairs. we've deployed V3 on 12+ chains and can layer it on top of your existing V2 — same familiar UI, same stack, just more powerful. usually 2–4 weeks. open to a quick chat?","hey [Name], circling back on the V3 idea for OpenGPU — we can layer it on TAKOSWAP without disrupting your current V2 pools. want me to send a quick scope?",Hi [Name] — Vic at Protofire DAO. OpenGPU has TAKOSWAP on V2 but no V3 yet; V3 is what pulls in active LPs/market makers. We can layer it on. Worth a chat?,"Thanks for connecting, [Name]. Saw OpenGPU runs TAKOSWAP on V2 — solid, but no V3. an AI-compute economy attracts sophisticated capital — V3 concentrated liquidity gives those LPs a reason to provide depth on your token pairs. V3's concentrated liquidity brings in active managers and yield optimizers that V2 alone won't. We've deployed V3 on 12+ chains and can layer it on your existing V2 (same UI, ~2–4 weeks). Open to a quick chat?","Hey [Name], no rush — whenever you want to give OpenGPU's LPs a V3 option on top of TAKOSWAP, it's a clean add-on for us. Happy to share how it went on other chains.",V2 fork (caveat on codebase identity). No chain_id -> safe UNVERIFIED. AI/DePIN narrative. CASE_5. [no chain_id in source -> safe_exists UNVERIFIED]
Haven1,shut down,EVM,L1,1,Haven1 hSwap,2,4/24/2025,"$6,888 ",8811,NO,NO,YES,V3,"Haven1 hSwap: YES/V3 — Docs: hSwap V2 is 'built upon the advanced features of Uniswap V3' (concentrated liquidity). Native, H1-governed.",https://haven1.org,"Permissioned-yet-decentralized EVM L1 built for DeFi and tokenized RWAs, with identity-gating and MEV prevention ('REKT-resistant').",Already runs a Uniswap-V3-based DEX (hSwap) but has NO Safe and low (~$6.9K) TVL. Gap is Safe — an RWA/identity chain positioning as institution-grade must have multisig custody.,CASE_4,"hey [Name], Vic from Protofire DAO. been following Haven1 and had a look at the stack. hSwap already gives you a Uniswap-v3-based DEX, but there's no Safe multisig on Haven1. at this stage the highest-leverage move is probably a proper Safe deployment — it's what signals to protocols, DAOs and bridges that a chain is serious, and it unlocks the kind of TVL that makes a DEX worth running. for a chain selling itself on safety and RWAs, a Safe multisig is the most conspicuous missing piece — it's what institutions check for before custodying assets. we've deployed Safe for 130+ networks including Gnosis and others — fast to ship, low friction. open to a quick chat?","hey [Name], following up on the Safe idea for Haven1 — genuinely low-lift on our end, and it's the piece bridges/protocols look for first. worth a quick call?","Hi [Name] — Vic at Protofire DAO. For Haven1, a proper Safe multisig is probably the highest-leverage next step to signal you're serious. Open to a chat?","Thanks for connecting, [Name]. Had a look at Haven1 — hSwap already gives you a Uniswap-v3-based DEX, but there's no Safe multisig on Haven1. At this stage a proper Safe is the move: it's what protocols, DAOs and bridges look for, and it unlocks the TVL that makes a DEX worth running. for a chain selling itself on safety and RWAs, a Safe multisig is the most conspicuous missing piece — it's what institutions check for before custodying assets. We've deployed Safe for 130+ networks — fast, low friction. Open to a quick chat?","Hey [Name], no pressure — the Safe deploy is quick and low-cost, and it's usually the unlock for the next stage of an ecosystem. Here whenever you want to scope it.",Has UniV3-based hSwap already; gap = Safe (chain_id 8811 not in safe-deployments). CASE_4 Safe pitch.
Moonchain,,EVM,L1,1 vol≠tvl,Moonchain Swap,1,4/17/2025,"$1,871 ",18686,NO,NO,UNCLEAR,—,Moonchain Swap: UNCLEAR — Described as part of a native cross-chain bridge/swap; reads more like a bridge facility than a constant-product AMM.,https://www.moonchain.com,DePIN network for IoT (formerly MXC) providing secure IoT data transmission via MXProtocol; technically an Arbitrum-based zkEVM L3.,"IoT-DePIN chain with tiny (~$1.9K) TVL; its 'swap' looks like a bridge, not an AMM. Exploratory — likely needs a real DEX + Safe.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Moonchain and saw Moonchain Swap looks more like a cross-chain bridge facility than a native AMM. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if there's no real AMM on-chain, a canonical Uniswap deployment would give your IoT/DePIN token actual on-chain liquidity, and a Safe covers treasury custody. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Moonchain Swap runs on would help me tell you if there's a clean path to canonical recognition for Moonchain. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Moonchain's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Moonchain Swap looks more like a cross-chain bridge facility than a native AMM on Moonchain. if there's no real AMM on-chain, a canonical Uniswap deployment would give your IoT/DePIN token actual on-chain liquidity, and a Safe covers treasury custody. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Moonchain Swap's docs or repo I can tell you quickly whether canonical recognition is on the table for Moonchain. Happy either way.","Swap' likely a bridge, not AMM. No Safe. Minimal TVL. CASE_6/exploratory."
Prom,,EVM,L2,2 vol≠tvl,"savmSwap, v60",2,4/4/2025,"$507,084 ",277,NO,NO,YES;UNCLEAR,V2;UNKNOWN,"savmSwap: YES/V2 — Multiple sources (DefiLlama, SatoshiVM docs) describe savmSwap as a Uniswap V2 fork, deployed on both Prom and SatoshiVM. | v60: UNCLEAR — swap+LP AMM on Prom (v60.io, DefiLlama ~$113K) but fork lineage unconfirmed; looks V2-style, unverified.",https://prom.io,Modular zkEVM L2 (Polygon CDK) focused on Web3 gaming and NFT marketplaces; native token PROM (formerly Prometeus Network).,~$507K TVL on a V2-era DEX (savmSwap) with no V3 and no Safe — a V3 upgrade plus canonical infra would modernize a gaming/NFT chain's liquidity layer.,CASE_5,"hey [Name], Vic from Protofire DAO. looked at Prom's DEX setup — you've got savmSwap running on V2 which is solid, but no V3 yet. worth considering: V3's concentrated liquidity attracts a different class of LPs — active managers and yield optimizers. V2 is great for passive liquidity, but V3 is what pulls in sophisticated market makers. for a gaming/NFT L2, V3 concentrated liquidity gives market makers tighter pricing on your key pairs as volume ramps. we've deployed V3 on 12+ chains and can layer it on top of your existing V2 — same familiar UI, same stack, just more powerful. usually 2–4 weeks. open to a quick chat?","hey [Name], circling back on the V3 idea for Prom — we can layer it on savmSwap without disrupting your current V2 pools. want me to send a quick scope?",Hi [Name] — Vic at Protofire DAO. Prom has savmSwap on V2 but no V3 yet; V3 is what pulls in active LPs/market makers. We can layer it on. Worth a chat?,"Thanks for connecting, [Name]. Saw Prom runs savmSwap on V2 — solid, but no V3. for a gaming/NFT L2, V3 concentrated liquidity gives market makers tighter pricing on your key pairs as volume ramps. V3's concentrated liquidity brings in active managers and yield optimizers that V2 alone won't. We've deployed V3 on 12+ chains and can layer it on your existing V2 (same UI, ~2–4 weeks). Open to a quick chat?","Hey [Name], no rush — whenever you want to give Prom's LPs a V3 option on top of savmSwap, it's a clean add-on for us. Happy to share how it went on other chains.",savmSwap confirmed UniV2; v60 lineage unclear. No Safe (chain_id 277). ~$507K TVL. V2->V3 lead; Safe also a gap.
HashKey Chain,,EVM,L2,2 vol≠tvl,"DODO AMM, HyperInDex",8,4/1/2025,"$2,079 ",177,NO,YES,NO;UNCLEAR,—,"DODO AMM: NO — DODO uses an oracle-based Proactive Market Maker (PMM), explicitly not a Uniswap AMM fork. | HyperInDex: UNCLEAR — self-described hybrid DEX combining AMM (DODO/PMM-style) + order book; not a clear Uniswap fork.",https://hsk.xyz,"Regulatory-compliant, institutional-grade Ethereum L2 (OP Stack) by HashKey Group bridging TradFi and Web3; gas token HSK.","Safe present and a high-credibility institutional L2, but incumbent DEXes are DODO/orderbook (non-Uniswap) — a canonical Uniswap AMM would seed a compliant spot-liquidity venue. DeFi still nascent (~$2K DEX TVL).",CASE_2,"hey [Name], Vic from Protofire DAO — we build core infra for EVM chains. had a look at HashKey Chain's stack — you've got Safe covered, but no canonical Uniswap DEX yet. your current venues are DODO/orderbook-style, so there's no canonical constant-product AMM for long-tail pairs — and for an institution-grade L2 a DAO-recognized Uniswap is the liquidity layer partners expect. without one, your swap volume is leaking to other chains and your LPs don't have a proper interface to manage positions. we deploy Uniswap v2+v3 end-to-end — contracts, routing API, graph node, frontend, and the canonical DAO governance proposal that gets your DEX officially recognized. done this for BOB, MODE, Abstract, Zora and others. whitelabel on your domain or shared UI — 2–4 weeks either way. open to a quick sync?","hey [Name], following up on the Uniswap idea for HashKey Chain — end-to-end deploy on our side, and it plugs the swap-volume leak. worth a quick call?",Hi [Name] — Vic at Protofire DAO. HashKey Chain has Safe covered but no canonical Uniswap DEX yet; that's usually where swap volume leaks. Worth a chat?,"Thanks for connecting, [Name]. Had a look at HashKey Chain — you've got Safe covered, but no canonical Uniswap DEX yet. your current venues are DODO/orderbook-style, so there's no canonical constant-product AMM for long-tail pairs — and for an institution-grade L2 a DAO-recognized Uniswap is the liquidity layer partners expect. We deploy Uniswap v2+v3 end-to-end — contracts, routing API, graph node, frontend, plus the canonical DAO proposal that gets it officially recognized. Done this for BOB, MODE, Abstract, Zora. Whitelabel or shared UI, ~2–4 weeks. Open to a quick sync?","Hey [Name], no rush — the Uniswap deploy is end-to-end on our side and tends to stop the swap-volume leak to other chains. Here whenever you want to scope it.",DODO=not Uniswap; HyperInDex lineage unclear (PMM+orderbook). Safe present (chain_id 177). DeFi nascent (~$2K TVL) but high-value institutional logo (HashKey Group). CASE_2 cold Uniswap.
MTT Network,,EVM,L1,1 vol≠tvl,Yaakoswap,1,3/24/2025,$8 ,6880,NO,YES,UNCLEAR,UNKNOWN,"Yaakoswap: UNCLEAR — listed on DefiLlama as a DEX on MTT Network with a swap AMM, but no docs/GitHub confirm fork lineage; ~$8 TVL suggests an effectively dormant project.",https://www.mtt.network,MetaDot Mainnet — EVM-compatible chain (Cosmos SDK) purpose-built for e-sports tournaments; native token MTT (chain_id 6880).,Essentially dormant (~$8 TVL) with an unverified DEX — very low near-term value; exploratory at best.,CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at MTT Network and saw Yaakoswap is your DEX but its stack isn't documented and on-chain activity looks dormant. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. if the chain is being revived, a canonical Uniswap + Safe would be the base layer to rebuild DeFi credibility on. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Yaakoswap runs on would help me tell you if there's a clean path to canonical recognition for MTT Network. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what MTT Network's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Yaakoswap is your DEX but its stack isn't documented and on-chain activity looks dormant on MTT Network. if the chain is being revived, a canonical Uniswap + Safe would be the base layer to rebuild DeFi credibility on. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Yaakoswap's docs or repo I can tell you quickly whether canonical recognition is on the table for MTT Network. Happy either way.",Yaakoswap lineage unclear; ~$8 TVL = effectively defunct. safe_exists=YES (chain_id 6880). DEPRIORITIZE — confirm the chain is still active before outreach.
WINR,,EVM,L1,1,Camelot V3,2,3/23/2025,"$743,033 ",777777,NO,NO,YES,V3,"Camelot V3: YES/V3 — Camelot V3 is built on Algebra Integral (v1.9) concentrated liquidity, a Uniswap-V3 derivative. Note: much of the reported Camelot/WINR TVL appears to sit on Arbitrum, not the WINR Orbit chain.",https://winr.games,Gaming-focused Arbitrum Orbit L2/L3 (Conduit) powering the WINR on-chain gaming ecosystem; native token WINR (chain_id 777777).,"Runs a Uniswap-V3-derived DEX (Camelot/Algebra) but has NO Safe — the gap is multisig custody. On-chain TVL likely far below the ~$743K listed (Arbitrum-side pairs), so treated as minimal.",CASE_4,"hey [Name], Vic from Protofire DAO. been following WINR and had a look at the stack. you've already got a Uniswap-v3-derived DEX (Camelot on Algebra), but there's no Safe multisig on WINR. at this stage the highest-leverage move is probably a proper Safe deployment — it's what signals to protocols, DAOs and bridges that a chain is serious, and it unlocks the kind of TVL that makes a DEX worth running. for a gaming chain custodying player and treasury funds, a proper Safe multisig is the piece bridges and partners check for before committing. we've deployed Safe for 130+ networks including Gnosis and others — fast to ship, low friction. open to a quick chat?","hey [Name], following up on the Safe idea for WINR — genuinely low-lift on our end, and it's the piece bridges/protocols look for first. worth a quick call?","Hi [Name] — Vic at Protofire DAO. For WINR, a proper Safe multisig is probably the highest-leverage next step to signal you're serious. Open to a chat?","Thanks for connecting, [Name]. Had a look at WINR — you've already got a Uniswap-v3-derived DEX (Camelot on Algebra), but there's no Safe multisig on WINR. At this stage a proper Safe is the move: it's what protocols, DAOs and bridges look for, and it unlocks the TVL that makes a DEX worth running. for a gaming chain custodying player and treasury funds, a proper Safe multisig is the piece bridges and partners check for before committing. We've deployed Safe for 130+ networks — fast, low friction. Open to a quick chat?","Hey [Name], no pressure — the Safe deploy is quick and low-cost, and it's usually the unlock for the next stage of an ecosystem. Here whenever you want to scope it.","Camelot V3 = Algebra (UniV3-derivative). No Safe (chain_id 777777). Listed TVL ~$743K likely Arbitrum-side, not on-chain -> treated as minimal -> CASE_4. Verify on-chain TVL."
Hydra Chain,,EVM,L1,1,Hydradex V3,1,3/12/2025,"$21,000 ",4488,NO,YES,YES,BOTH,HydraDEX: YES/BOTH — official docs describe a Uniswap-V3-compatible concentrated-liquidity AMM with coexisting V2 and V3 pools and hybrid routing (Hydra/LockTrip Medium: 'Hydra DEX Launches Concentrated Liquidity and V3 Pools').,https://hydrachain.org,Permissionless EVM L1 with instant finality and PoSA masternode consensus (LockTrip/LOC team); native token HYDRA (chain_id 4488).,Already runs a full Uniswap V2+V3-style DEX and has Safe — fit is canonical DAO recognition/tooling around the existing stack rather than a net-new DEX. Low TVL (~$21K).,CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Hydra Chain and saw HydraDEX already runs Uniswap-V2+V3-style pools and Safe is live. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. since you already run V2+V3 pools, the value is canonical DAO recognition — getting your DEX officially recognized so aggregators prioritize it. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what HydraDEX runs on would help me tell you if there's a clean path to canonical recognition for Hydra Chain. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Hydra Chain's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw HydraDEX already runs Uniswap-V2+V3-style pools and Safe is live on Hydra Chain. since you already run V2+V3 pools, the value is canonical DAO recognition — getting your DEX officially recognized so aggregators prioritize it. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to HydraDEX's docs or repo I can tell you quickly whether canonical recognition is on the table for Hydra Chain. Happy either way.",HydraDEX = UniV2+V3-style (own build). Safe present (chain_id 4488). Low TVL. CASE_6 canonical recognition; DEX likely redundant.
Form Network,,EVM,L2,1,Fibonacci Dex,5,2/23/2025,"$5,937 ",478,NO,YES,UNCLEAR,UNKNOWN,Fibonacci Dex: UNCLEAR — the primary DEX on Form (swap + LP pools per Fibonacci docs) but no source confirms V2 vs V3 fork lineage. Name-collision caution vs FibSwap and the separate Fibonacci Network L1.,https://form.network,"Ethereum L2 built for SocialFi (OP Stack + Celestia DA, incubated by Roll Labs); native token FORM (chain_id 478).","Distinctive SocialFi thesis and Safe present, but the incumbent DEX's lineage is unclear and TVL is minimal (~$5.9K) — exploratory.",CASE_6,"hey [Name], Vic from Protofire DAO — we deploy core DeFi infra for EVM chains. had a look at Form Network and saw Fibonacci is your DEX but its underlying stack isn't documented. curious what it's built on under the hood? depending on the stack there might be a straightforward path to canonical Uniswap DAO recognition, which gets you prioritized by aggregators like 1inch and adds the official DAO badge. for a SocialFi L2, a canonical DAO-recognized Uniswap gives your social-token markets an aggregator-visible venue. we've done this for BOB, Abstract, Nibiru and others. if it's already a Uniswap fork we can potentially work with what you have. worth a quick chat?","hey [Name], following up — even a quick note on what Fibonacci Dex runs on would help me tell you if there's a clean path to canonical recognition for Form Network. no pressure.",Hi [Name] — Vic at Protofire DAO. Curious what Form Network's DEX runs on under the hood — there may be a clean path to canonical Uniswap DAO recognition. Worth a chat?,"Thanks for connecting, [Name]. Saw Fibonacci is your DEX but its underlying stack isn't documented on Form Network. for a SocialFi L2, a canonical DAO-recognized Uniswap gives your social-token markets an aggregator-visible venue. Curious what it's built on — depending on the stack there may be a straightforward path to canonical Uniswap DAO recognition (aggregator prioritization + official badge). We've done this for BOB, Abstract, Nibiru. If it's already a Uniswap fork we can work with what you have. Worth a quick chat?","Hey [Name], no rush — if you can point me to Fibonacci Dex's docs or repo I can tell you quickly whether canonical recognition is on the table for Form Network. Happy either way.",Fibonacci lineage unclear (name collisions). Safe present (chain_id 478). Minimal TVL. CASE_6 exploratory.
